QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
729,My Calendar I,my-calendar-i,Medium,56.58300423514627,False,"binary-search,design,segment-tree,ordered-set",algorithms
730,Count Different Palindromic Subsequences,count-different-palindromic-subsequences,Hard,45.41355064722105,False,"string,dynamic-programming",algorithms
731,My Calendar II,my-calendar-ii,Medium,55.40990532735167,False,"binary-search,design,segment-tree,ordered-set",algorithms
732,My Calendar III,my-calendar-iii,Hard,71.54242626706117,False,"binary-search,design,segment-tree,ordered-set",algorithms
733,Flood Fill,flood-fill,Easy,63.90124928786231,False,"array,depth-first-search,breadth-first-search,matrix",algorithms
734,Sentence Similarity,sentence-similarity,Easy,44.283059729426235,True,"array,hash-table,string",algorithms
735,Asteroid Collision,asteroid-collision,Medium,44.50240620098603,False,"array,stack,simulation",algorithms
736,Parse Lisp Expression,parse-lisp-expression,Hard,51.76217127602276,False,"hash-table,string,stack,recursion",algorithms
737,Sentence Similarity II,sentence-similarity-ii,Medium,49.973545906669955,True,"array,hash-table,string,depth-first-search,breadth-first-search,union-find",algorithms
738,Monotone Increasing Digits,monotone-increasing-digits,Medium,48.03740684465668,False,"math,greedy",algorithms
739,Daily Temperatures,daily-temperatures,Medium,66.02785491712352,False,"array,stack,monotonic-stack",algorithms
740,Delete and Earn,delete-and-earn,Medium,56.50453863497306,False,"array,hash-table,dynamic-programming",algorithms
741,Cherry Pickup,cherry-pickup,Hard,36.796244478875195,False,"array,dynamic-programming,matrix",algorithms
742,Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,Medium,46.25653576593615,True,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
743,Network Delay Time,network-delay-time,Medium,53.78828782573842,False,"depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
744,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,Easy,52.06594531029269,False,"array,binary-search",algorithms
745,Prefix and Suffix Search,prefix-and-suffix-search,Hard,41.038044804424786,False,"array,hash-table,string,design,trie",algorithms
746,Min Cost Climbing Stairs,min-cost-climbing-stairs,Easy,65.67147489656715,False,"array,dynamic-programming",algorithms
747,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,Easy,48.85644359862561,False,"array,sorting",algorithms
748,Shortest Completing Word,shortest-completing-word,Easy,59.98001758452561,False,"array,hash-table,string",algorithms
749,Contain Virus,contain-virus,Hard,50.900624923416245,False,"array,depth-first-search,breadth-first-search,matrix,simulation",algorithms
750,Number Of Corner Rectangles,number-of-corner-rectangles,Medium,67.7157432086562,True,"array,math,dynamic-programming,matrix",algorithms
751,IP to CIDR,ip-to-cidr,Medium,55.26676422084408,True,"string,bit-manipulation",algorithms
752,Open the Lock,open-the-lock,Medium,60.26003832824891,False,"array,hash-table,string,breadth-first-search",algorithms
753,Cracking the Safe,cracking-the-safe,Hard,56.83388814265413,False,"depth-first-search,graph,eulerian-circuit",algorithms
754,Reach a Number,reach-a-number,Medium,43.05918328342995,False,"math,binary-search",algorithms
755,Pour Water,pour-water,Medium,46.88928986331166,True,"array,simulation",algorithms
756,Pyramid Transition Matrix,pyramid-transition-matrix,Medium,52.74205328506557,False,"bit-manipulation,depth-first-search,breadth-first-search",algorithms
757,Set Intersection Size At Least Two,set-intersection-size-at-least-two,Hard,44.476789318428814,False,"array,greedy,sorting",algorithms
758,Bold Words in String,bold-words-in-string,Medium,51.44669152671548,True,"array,hash-table,string,trie,string-matching",algorithms
759,Employee Free Time,employee-free-time,Hard,72.12712149341442,True,"array,sorting,heap-priority-queue",algorithms
760,Find Anagram Mappings,find-anagram-mappings,Easy,83.6196557513999,True,"array,hash-table",algorithms
761,Special Binary String,special-binary-string,Hard,61.12611972131381,False,"string,recursion",algorithms
762,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,Easy,69.4123534458107,False,"math,bit-manipulation",algorithms
763,Partition Labels,partition-labels,Medium,79.84484391483649,False,"hash-table,two-pointers,string,greedy",algorithms
764,Largest Plus Sign,largest-plus-sign,Medium,48.20796698515824,False,"array,dynamic-programming",algorithms
765,Couples Holding Hands,couples-holding-hands,Hard,57.24032577014273,False,"greedy,depth-first-search,breadth-first-search,union-find,graph",algorithms
766,Toeplitz Matrix,toeplitz-matrix,Easy,68.9670368411775,False,"array,matrix",algorithms
767,Reorganize String,reorganize-string,Medium,54.60587180743459,False,"hash-table,string,greedy,sorting,heap-priority-queue,counting",algorithms
768,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,Hard,53.222336544757276,False,"array,stack,greedy,sorting,monotonic-stack",algorithms
769,Max Chunks To Make Sorted,max-chunks-to-make-sorted,Medium,58.356388574991236,False,"array,stack,greedy,sorting,monotonic-stack",algorithms
770,Basic Calculator IV,basic-calculator-iv,Hard,55.40114383451815,False,"hash-table,math,string,stack,recursion",algorithms
771,Jewels and Stones,jewels-and-stones,Easy,88.57567057763819,False,"hash-table,string",algorithms
772,Basic Calculator III,basic-calculator-iii,Hard,50.6233771461927,True,"math,string,stack,recursion",algorithms
773,Sliding Puzzle,sliding-puzzle,Hard,64.76889124172402,False,"array,breadth-first-search,matrix",algorithms
774,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,Hard,52.283703601490274,True,"array,binary-search",algorithms
775,Global and Local Inversions,global-and-local-inversions,Medium,42.47365622444954,False,"array,math",algorithms
776,Split BST,split-bst,Medium,82.7224554617356,True,"tree,binary-search-tree,recursion,binary-tree",algorithms
777,Swap Adjacent in LR String,swap-adjacent-in-lr-string,Medium,36.7986830638133,False,"two-pointers,string",algorithms
778,Swim in Rising Water,swim-in-rising-water,Hard,60.72548501590875,False,"array,binary-search,depth-first-search,breadth-first-search,union-find,heap-priority-queue,matrix",algorithms
779,K-th Symbol in Grammar,k-th-symbol-in-grammar,Medium,46.48705206549831,False,"math,bit-manipulation,recursion",algorithms
780,Reaching Points,reaching-points,Hard,33.17268391516507,False,math,algorithms
781,Rabbits in Forest,rabbits-in-forest,Medium,53.315163761101445,False,"array,hash-table,math,greedy",algorithms
782,Transform to Chessboard,transform-to-chessboard,Hard,50.922220288846354,False,"array,math,bit-manipulation,matrix",algorithms
783,Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes,Easy,59.5207154869286,False,"tree,depth-first-search,breadth-first-search,binary-search-tree,binary-tree",algorithms
784,Letter Case Permutation,letter-case-permutation,Medium,74.1844691437483,False,"string,backtracking,bit-manipulation",algorithms
785,Is Graph Bipartite?,is-graph-bipartite,Medium,55.629267543531725,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
786,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,Medium,67.91362530413625,False,"array,two-pointers,binary-search,sorting,heap-priority-queue",algorithms
787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium,39.29036543719963,False,"dynamic-programming,depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
788,Rotated Digits,rotated-digits,Medium,56.41468705472023,False,"math,dynamic-programming",algorithms
789,Escape The Ghosts,escape-the-ghosts,Medium,61.769892924627335,False,"array,math",algorithms
790,Domino and Tromino Tiling,domino-and-tromino-tiling,Medium,50.62111680871928,False,dynamic-programming,algorithms
791,Custom Sort String,custom-sort-string,Medium,70.68713206616309,False,"hash-table,string,sorting",algorithms
792,Number of Matching Subsequences,number-of-matching-subsequences,Medium,51.03520315694555,False,"array,hash-table,string,binary-search,dynamic-programming,trie,sorting",algorithms
793,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,Hard,44.24593128390597,False,"math,binary-search",algorithms
794,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,Medium,34.728549450154745,False,"array,matrix",algorithms
795,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,Medium,53.16331459855693,False,"array,two-pointers",algorithms
796,Rotate String,rotate-string,Easy,58.10741697668603,False,"string,string-matching",algorithms
797,All Paths From Source to Target,all-paths-from-source-to-target,Medium,82.45109110282534,False,"backtracking,depth-first-search,breadth-first-search,graph",algorithms
798,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,Hard,51.155670064598034,False,"array,prefix-sum",algorithms
799,Champagne Tower,champagne-tower,Medium,58.12951602941789,False,dynamic-programming,algorithms
800,Similar RGB Color,similar-rgb-color,Easy,67.3961467818203,True,"math,string,enumeration",algorithms
801,Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing,Hard,39.912594815283356,False,"array,dynamic-programming",algorithms
802,Find Eventual Safe States,find-eventual-safe-states,Medium,62.499709107645685,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
803,Bricks Falling When Hit,bricks-falling-when-hit,Hard,34.70198979826295,False,"array,union-find,matrix",algorithms
804,Unique Morse Code Words,unique-morse-code-words,Easy,82.84224348861157,False,"array,hash-table,string",algorithms
805,Split Array With Same Average,split-array-with-same-average,Hard,25.36444198083665,False,"array,math,dynamic-programming,bit-manipulation,bitmask",algorithms
806,Number of Lines To Write String,number-of-lines-to-write-string,Easy,68.32121595507759,False,"array,string",algorithms
807,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,Medium,86.09281302905484,False,"array,greedy,matrix",algorithms
808,Soup Servings,soup-servings,Medium,54.00109630284139,False,"math,dynamic-programming,probability-and-statistics",algorithms
809,Expressive Words,expressive-words,Medium,46.10747728583073,False,"array,two-pointers,string",algorithms
810,Chalkboard XOR Game,chalkboard-xor-game,Hard,59.496059496059495,False,"array,math,bit-manipulation,brainteaser,game-theory",algorithms
811,Subdomain Visit Count,subdomain-visit-count,Medium,76.18992039963585,False,"array,hash-table,string,counting",algorithms
812,Largest Triangle Area,largest-triangle-area,Easy,60.54805920466029,False,"array,math,geometry",algorithms
813,Largest Sum of Averages,largest-sum-of-averages,Medium,53.460406418837195,False,"array,dynamic-programming,prefix-sum",algorithms
814,Binary Tree Pruning,binary-tree-pruning,Medium,72.1675229160955,False,"tree,depth-first-search,binary-tree",algorithms
815,Bus Routes,bus-routes,Hard,47.870595433368166,False,"array,hash-table,breadth-first-search",algorithms
816,Ambiguous Coordinates,ambiguous-coordinates,Medium,56.72053756686274,False,"string,backtracking,enumeration",algorithms
817,Linked List Components,linked-list-components,Medium,56.82198283282914,False,"array,hash-table,linked-list",algorithms
818,Race Car,race-car,Hard,43.68025370021159,False,dynamic-programming,algorithms
819,Most Common Word,most-common-word,Easy,44.345329411970134,False,"array,hash-table,string,counting",algorithms
820,Short Encoding of Words,short-encoding-of-words,Medium,60.443187175860444,False,"array,hash-table,string,trie",algorithms
821,Shortest Distance to a Character,shortest-distance-to-a-character,Easy,71.53577238315711,False,"array,two-pointers,string",algorithms
822,Card Flipping Game,card-flipping-game,Medium,47.297263274503386,False,"array,hash-table",algorithms
823,Binary Trees With Factors,binary-trees-with-factors,Medium,52.915775154804244,False,"array,hash-table,dynamic-programming,sorting",algorithms
824,Goat Latin,goat-latin,Easy,68.19547211057322,False,string,algorithms
825,Friends Of Appropriate Ages,friends-of-appropriate-ages,Medium,47.52038154692394,False,"array,two-pointers,binary-search,sorting",algorithms
826,Most Profit Assigning Work,most-profit-assigning-work,Medium,46.441823868824436,False,"array,two-pointers,binary-search,greedy,sorting",algorithms
827,Making A Large Island,making-a-large-island,Hard,47.17694532689584,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
828,Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string,Hard,52.34747108187797,False,"hash-table,string,dynamic-programming",algorithms
829,Consecutive Numbers Sum,consecutive-numbers-sum,Hard,41.7908996314341,False,"math,enumeration",algorithms
830,Positions of Large Groups,positions-of-large-groups,Easy,52.231625638592504,False,string,algorithms
831,Masking Personal Information,masking-personal-information,Medium,48.64605193294733,False,string,algorithms
832,Flipping an Image,flipping-an-image,Easy,81.89119066658229,False,"array,two-pointers,bit-manipulation,matrix,simulation",algorithms
833,Find And Replace in String,find-and-replace-in-string,Medium,52.62687602088777,False,"array,string,sorting",algorithms
834,Sum of Distances in Tree,sum-of-distances-in-tree,Hard,65.20112453073774,False,"dynamic-programming,tree,depth-first-search,graph",algorithms
